15-Jan-2024,1459.4542094101907
14-Jan-2024,1459.5342094101907
13-Jan-2024,1459.2342094106907
12-Jan-2024,1457.7432094106907
11-Jan-2024,1451.0109335079244
10-Jan-2024,1455.4816584841808
09-Jan-2024,1454.440558965305
08-Jan-2024,1457.6443647809945
07-Jan-2024,1460.8169149401308
06-Jan-2024,1466.5827725084987
05-Jan-2024,1467.5969621290228
04-Jan-2024,1474.432016087466
03-Jan-2024,1499.4097538201995
02-Jan-2024,1489.7232302290615
01-Jan-2024,1484.391478839824
31-Dec-2023,1482.2463037045895
30-Dec-2023,1479.5229421475783
29-Dec-2023,1491.229946559376
28-Dec-2023,1492.484616199003
27-Dec-2023,1484.3062470014377
26-Dec-2023,1484.3062470014377
25-Dec-2023,1475.1626071032058
24-Dec-2023,1472.3288153038582
23-Dec-2023,1474.066723736439
22-Dec-2023,1469.079870037503
21-Dec-2023,1459.2803275930298
20-Dec-2023,1460.1241079316096
19-Dec-2023,1449.2616196455701
18-Dec-2023,1458.4393097346308
17-Dec-2023,1454.1533722445622
16-Dec-2023,1447.57532267682
15-Dec-2023,1456.634306739038
14-Dec-2023,1447.2198369361654
13-Dec-2023,1424.1412620741814
12-Dec-2023,1427.298444237477
11-Dec-2023,1437.6207506022774
10-Dec-2023,1442.550649031226
09-Dec-2023,1442.550649031226
08-Dec-2023,1459.2398272441014
07-Dec-2023,1456.38766747703
06-Dec-2023,1455.2641160839999
05-Dec-2023,1465.7483077698375
04-Dec-2023,1499.8090181694904
03-Dec-2023,1487.5133111644425
02-Dec-2023,1487.5802425429713
01-Dec-2023,1469.1346417436912
30-Nov-2023,1471.0255914811203
29-Nov-2023,1465.5338056519931
28-Nov-2023,1448.9173460387833
27-Nov-2023,1442.4224957884085
26-Nov-2023,1436.176659717075
25-Nov-2023,1440.044309238187
24-Nov-2023,1432.9205382188027
23-Nov-2023,1434.715420376759
22-Nov-2023,1440.7868782863957
21-Nov-2023,1428.098727169253
20-Nov-2023,1416.6258983188898
19-Nov-2023,1415.1634826904242
18-Nov-2023,1415.1634826904242
17-Nov-2023,1424.1216857642125
16-Nov-2023,1408.2552594323142
15-Nov-2023,1393.2120706494977
14-Nov-2023,1396.6982541003565
13-Nov-2023,1391.1070617235357
12-Nov-2023,1387.3773560285656
11-Nov-2023,1392.1101096320674
10-Nov-2023,1408.073527769842
09-Nov-2023,1395.5431726482939
08-Nov-2023,1411.135916746772
07-Nov-2023,1421.0113516319755
06-Nov-2023,1413.4575768719424
05-Nov-2023,1418.2835418407922
04-Nov-2023,1418.2835418407922
03-Nov-2023,1429.1822925358774
02-Nov-2023,1421.5513533703472
01-Nov-2023,1418.695099421152
31-Oct-2023,1427.0355890031174
30-Oct-2023,1434.8137346568847
29-Oct-2023,1438.3678120804557
28-Oct-2023,1442.7303394306537
27-Oct-2023,1424.423708188553
26-Oct-2023,1428.0033579805151
25-Oct-2023,1416.9070083603053
24-Oct-2023,1407.071728999676
23-Oct-2023,1416.6815461703393
22-Oct-2023,1417.1596849625244
21-Oct-2023,1419.50821564693
20-Oct-2023,1416.2127030656804
19-Oct-2023,1402.3212698797452
18-Oct-2023,1390.1041735998106
17-Oct-2023,1372.6696094637184
16-Oct-2023,1378.2430530996487
15-Oct-2023,1389.4487640066964
14-Oct-2023,1389.4487640066964
13-Oct-2023,1356.1541591029477
12-Oct-2023,1346.1888620196466
11-Oct-2023,1332.1674883322682
10-Oct-2023,1332.0581081043745
09-Oct-2023,1327.1935776883251
08-Oct-2023,1310.1996777077825
07-Oct-2023,1313.3917478393873
06-Oct-2023,1305.3686103098235
05-Oct-2023,1309.7462166833395
04-Oct-2023,1307.910938109429
03-Oct-2023,1315.3638298907301
02-Oct-2023,1324.7654362881788
01-Oct-2023,1326.8529135668932
30-Sep-2023,1326.8529135668932
29-Sep-2023,1335.8307531734954
28-Sep-2023,1351.5522930536931
27-Sep-2023,1366.4897926862125
26-Sep-2023,1380.5598405167236
25-Sep-2023,1372.7655755385572
24-Sep-2023,1373.0008593946066
23-Sep-2023,1373.0008593946066
22-Sep-2023,1378.0529208359674
21-Sep-2023,1392.7155638895888
20-Sep-2023,1387.1931081196424
19-Sep-2023,1382.8532391292065
18-Sep-2023,1377.654269399825
17-Sep-2023,1374.7975268685166
16-Sep-2023,1377.1199159815121
15-Sep-2023,1383.307002239211
14-Sep-2023,1365.1054564619535
13-Sep-2023,1362.1390107334614
12-Sep-2023,1374.2585732019147
11-Sep-2023,1377.6647302051347
10-Sep-2023,1372.376149853734
09-Sep-2023,1373.8350205907022
08-Sep-2023,1381.4351654843786
07-Sep-2023,1378.57414081739
06-Sep-2023,1383.2114174138346
05-Sep-2023,1383.5849996337427
04-Sep-2023,1397.306553401636
03-Sep-2023,1389.4668264891823
02-Sep-2023,1392.1646841570055
01-Sep-2023,1386.5938247610607
31-Aug-2023,1382.6230295335163
30-Aug-2023,1375.1014973076256
29-Aug-2023,1369.0126733635648
28-Aug-2023,1366.0704644161754
27-Aug-2023,1366.9173209765308
26-Aug-2023,1366.9173209765308
25-Aug-2023,1368.7359187937136
24-Aug-2023,1362.070268784238
23-Aug-2023,1367.865379113895
22-Aug-2023,1357.3161870659135
21-Aug-2023,1356.0603372527917
20-Aug-2023,1352.1211789312626
19-Aug-2023,1355.2089183262597
18-Aug-2023,1357.7756213223777
17-Aug-2023,1365.392354210174
16-Aug-2023,1373.7902104230116
15-Aug-2023,1367.53681395629
14-Aug-2023,1373.5187277804378
13-Aug-2023,1370.0759674291626
12-Aug-2023,1366.334211822844
